SITE,BAG_ID,ARTIFACT_ID,LAYER,LOCUS,SQUARE,RAW_MATERIAL,CORTEX,PATINA,BURNED,GENERAL_PHOTO,MACRO_PHOTO,MICRO_PHOTO,3D_SCAN,WEAR1_MARKS_TYPE,WEAR1_LOCATION,WEAR1_STRIATION,WEAR1_POLISH_MESH,WEAR1_MARKS_DIRECTION,WEAR1_WORKED_MATERIAL_HARDNESS,WEAR1_WORKED_MATERIAL_TYPE,WEAR2,WEAR2_MARKS_TYPE,WEAR2_LOCATION,WEAR2_STRIATION,WEAR2_POLISH_MESH,WEAR2_POLISH_DIRECTION,WEAR2_WORKED_MATERIAL_HARDNESS,WEAR2_WORKED_MATERIAL_TYPE,WEAR3,WEAR3_MARKS_TYPE,WEAR3_LOCATION,WEAR3_STRIATION,WEAR3_POLISH_MESH,WEAR3_POLISH_DIRECTION,WEAR3_WORKED_MATERIAL_HARDNESS,WEAR3_WORKED_MATERIAL_TYPE,WEAR4_,WEAR4_MARKS_TYPE,WEAR4_LOCATION,WEAR4_STRIATION,WEAR4_POLISH_MESH,WEAR4_POLISH_DIRECTION,WEAR4_WORKED_MATERIAL_HARDNESS,WEAR4_WORKED_MATERIAL_TYPE,TOOL_MICRO-WEAR_PRESERVATION,TOOL_MEVEMENT,VISBLE_RESIDUES,TYPOLOGY,OBSERVATIONS,MACROTYPE,MICROTYPE
Quneitra,,15205,,,,Basalt,75%,none,No,Yes,Yes,No,Yes,Impact,A5,,,,NA,NA,no,Striation,A5,NA,,,NA,NA,no,Impact,A5,,,,NA,NA,no,,,,,,,,2,NA,no,Anvil,,,
Quneitra,,15201,,,,Basalt,75%,none,No,Yes,Yes,No,Yes,Impact,A4,,,,NA,NA,no,Striation,A5,NA,,,NA,NA,no,Impact,A5,,,,NA,NA,no,,,,,,,,2,NA,no,Anvil,,,
Ein Quashish,2340,2340,22.32,,G43,Limestone,0%,none,No,Yes,Yes,Yes,Yes,striation,A5,NA,,,NA,NA,no,,,,,,,,,,,,,,,,,,,,,,,,1,NA,no,Anvil,,,
Ein Quashish,6106,6106,21.81,,O50,Limestone,75%,none,No,Yes,Yes,No,Yes,Impact,A2,NA,,,NA,NA,no,,,,,,,,,,,,,,,,,,,,,,,,1,breaking,no,Chopper,,,
Ein Quashish,1573,1573,22.2,,I42,Limestone,50%,none,No,Yes,Yes,No,Yes,Impact,A5,NA,,,NA,NA,no,,,,,,,,,,,,,,,,,,,,,,,,1,breaking,no,Anvil,,,
Ein Quashish,6047,6047,,,O49,Limestone,75%,none,No,Yes,Yes,No,Yes,Impact,A3,NA,,,Hard,NA,yes,Impact,A7,,,,Hard,NA,yes,Impact,A9,,,,Hard,NA,no,,,,,,,,2,breaking,no,Hammerstone,,2,
Ein Quashish,1314,1314,22.38,,J43,Limestone,0%,none,No,Yes,Yes,No,Yes,Impact,A5,NA,,,NA,NA,yes,Impact,B5,,,,NA,NA,no,Impact,A9,,,,Hard,NA,no,,,,,,,,1,breaking,no,Anvil,,,
Ein Quashish,M49,M49,,,,Limestone,0%,none,No,Yes,Yes,No,Yes,Impact,A5,NA,,,NA,NA,no,Impact,B5,,,,NA,NA,no,Impact,A9,,,,Hard,NA,no,,,,,,,,1,NA,no,Anvil,impacts?,,
Ein Quashish,1875,1875,22.05,,K41,Limestone,0%,none,No,Yes,Yes,No,Yes,Impact,A5,NA,,,NA,NA,no,Impact,B5,,,,NA,NA,no,Impact,A9,,,,Hard,NA,no,,,,,,,,1,NA,no,Anvil,??,,
Nesher Ramla,4277,4277,5,37,O21,Limestone,100%,none,No,Yes,No,No,Yes,Impact,A5,,,,NA,NA,yes,Impact,B5,,,,NA,NA,no,,,,,,,,,,,,,,,,2,breaking,no,Anvil,,,
Nesher Ramla,1534,1534,5,37,,Limestone,100%,none,No,Yes,No,No,Yes,Impact,A5,,,,Hard,NA,yes,Impact,B5,,,,Hard,NA,no,,,,,,,,,,,,,,,,2,NA,no,Anvil,,2,
Nesher Ramla,4152,4152x2,5,,,Limestone,100%,none,No,Yes,No,No,Yes,Impact,A5,,,,Hard,NA,no,Impact,B5,,,,Hard,NA,no,,,,,,,,,,,,,,,,2,NA,no,Anvil,,2,
FaraII,,5,,,,Flint,,,,,,,,Impact,A3,NA,Na,NA,NA,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,Chopper,Not clear,,
FaraII,,21,,,,Limestone,,,,,,,,Impact,A3,NA,Na,NA,NA,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,Hammerstone,Not clear,2,
FaraII,,23,,,,Limestone,,,,,,,,Impact,A3,NA,Na,NA,NA,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,Hammerstone,Not clear,2,
FaraII,,4,,,,Limestone,,,,,,,,Impact,A5,NA,Na,NA,NA,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,Anvil,Not clear,,
FaraII,,40,,,,Limestone,,,,,,,,Impact,A5,NA,Na,NA,NA,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,Chopper,Not clear,,
FaraII,,85,,,,Limestone,,,,,,,,Impact,A5,NA,Na,NA,NA,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,Hammerstone,Not clear,2,
FaraII,,38,,,,Limestone,,,,,,,,Impact,A3,NA,Na,NA,NA,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,Anvil,Not clear,,
FaraII,,85,,,,Limestone,,,,,,,,Impact,A5,NA,Na,NA,NA,NA,no,,,,,,,,,,,,,,,,,,,,,,,,,,,Anvil,Not clear,,
